day_start,past_weeks,window_hours,target_efc_day,target_efc_long,lambda_before_calib,lambda_after_calib,dp_efc_long,efc_used_real_day
2020-12-27,4.0,696.0,0.156078860898138,4.526286966046002,106.3626708984375,78.11008644104004,4.225505031039507,0.2012466542539222
2021-01-10,4.0,696.0,0.15636540061333554,4.534596617786731,,58.50628544948995,4.467471091443615,0.0
2021-01-24,4.0,696.0,0.15547656863301298,4.508820490357377,,61.73441545720107,4.446151224437374,0.0
2021-02-07,4.0,696.0,0.15650932936510087,4.538770551587925,,61.70427169965361,4.475527712307667,0.795132104950925
2021-02-21,4.0,696.0,0.15592560005629796,4.521842401632641,,61.7645297774853,4.355276555370526,0.7989859747623189
2021-03-07,4.0,696.0,0.15630508643276425,4.532847506550163,,57.30107743028421,4.334262681577545,0.0
2021-03-21,4.0,696.0,0.1543886714333192,4.477271471566256,,72.38178091413342,4.445162938210206,0.0
2021-04-04,4.0,696.0,0.15337632555273054,4.447913441029185,,99.80769008862927,3.7276842330866202,0.0
2021-04-18,4.0,696.0,0.15383208204568255,4.461130379324794,,101.07477990420759,4.447146041031374,0.0
2021-05-02,4.0,696.0,0.1542082906254244,4.472040428137308,,101.3215445035831,3.70105083362796,0.0
2021-05-16,4.0,696.0,0.15458680806639827,4.48301743392555,,121.90248323087341,4.36328856509582,0.7970501542594057
2021-05-30,4.0,696.0,0.15452697246416872,4.481282201460893,,133.98559069955866,3.864524024089734,0.79532365422304
2021-06-13,4.0,696.0,0.15537344855852572,4.505830008197246,,118.02246368261905,4.418897812015453,0.798942541832286
2021-06-27,4.0,696.0,0.15623490407256382,4.530812218104351,,82.00486612322604,4.302476900104457,0.7965775677215845
2021-07-11,4.0,696.0,0.1559815533834986,4.523465048121459,,81.96482468468932,4.329352517690941,0.0
2021-07-25,4.0,696.0,0.15639238717693538,4.535379228131126,,79.64355523561122,4.48559984635984,0.0
2021-08-08,4.0,696.0,0.15566003773596795,4.514141094343071,,92.08786074117546,4.405764454342716,0.7960883172547994
2021-08-22,4.0,696.0,0.15347821277418036,4.450868170451231,,101.48549887345362,4.057965135529706,0.0
2021-09-05,4.0,696.0,0.15484333029567882,4.490456578574686,,98.7600582298794,4.468786409801872,0.7975915929592716
2021-09-19,4.0,696.0,0.1501734417534506,4.355029810850067,,125.76476165211206,4.071322565078203,0.7902452486960527
2021-10-03,4.0,696.0,0.14472943989255013,4.197153756883954,,208.42070363636148,4.0871110994739865,0.7974627808775381
2021-10-17,4.0,696.0,0.14056946615831062,4.076514518591008,,281.8971431019147,3.808908809180436,0.005416156933165439
2021-10-31,4.0,696.0,0.14186250118935798,4.114012534491382,,290.0182033768234,3.7986346453729567,0.0
2021-11-14,4.0,696.0,0.14227608341130066,4.1260064189277195,,267.36053123800906,3.9703579896372863,0.0
2021-11-28,4.0,696.0,0.14259585347831968,4.135279750871271,,276.23773637677107,4.129601370648743,0.0
2021-12-12,4.0,696.0,0.140866062641752,4.085115816610808,,311.3069802527283,4.0807081664133875,0.0
2021-12-26,4.0,696.0,0.13859191075044563,4.019165411762923,,380.46941971317335,3.9406591672450304,0.0
2022-01-09,4.0,696.0,0.13993188778808807,4.058024745854554,,332.35341399749376,4.050976861231902,0.0
2022-01-23,4.0,696.0,0.1407671432698076,4.082247154824421,,263.05902543453976,4.081394138098403,0.0
2022-02-06,4.0,696.0,0.14054692607099295,4.075860856058796,,296.0698504036202,3.9906891579232813,0.0
2022-02-20,4.0,696.0,0.14194639759659317,4.116445530301202,,275.9752658303276,4.0847939493381045,0.0
2022-03-06,4.0,696.0,0.14282731930704,4.1419922599041605,,273.0106877794159,4.050697923137735,0.7989859747623171
2022-03-20,4.0,696.0,0.13877795345170743,4.024560650099516,,376.85606169551204,3.9268914916526705,0.0
2022-04-03,4.0,696.0,0.14020236059857247,4.065868457358602,,422.4909754164529,4.039154061184265,0.0
2022-04-17,4.0,696.0,0.14165631100477985,4.108033019138616,,356.68305492922224,3.970045813375959,0.0
2022-05-01,4.0,696.0,0.14314073342548864,4.15108126933917,,328.81719126287675,3.9760135689817777,0.0
2022-05-15,4.0,696.0,0.144202812261878,4.181881555594462,,306.5000088480623,4.0878903978087,0.8016336073278012
2022-05-29,4.0,696.0,0.1445846763520264,4.192955614208766,,302.30957903959273,4.082850718863419,0.0
2022-06-12,4.0,696.0,0.14556281433477808,4.221321615708565,,303.0476395352948,4.168374762178618,0.7984404071603137
2022-06-26,4.0,696.0,0.14402675794541087,4.176775980416915,,355.72584250139096,4.036613774605939,0.7959623481899456
2022-07-10,4.0,696.0,0.14323193250184765,4.153726042553582,,450.9102964519585,3.9033567728474736,0.7926608379136866
2022-07-24,4.0,696.0,0.14242996185747697,4.130468893866833,,540.5199110300575,4.074880714655592,0.7924258818718499
2022-08-07,4.0,696.0,0.14282484197186357,4.141920417184044,,541.0477625056726,4.073305179364979,0.7914761955929634
2022-08-21,4.0,696.0,0.14323022698698784,4.153676582622648,,529.6878729608759,4.089876762591302,0.7905293794254646
2022-09-04,4.0,696.0,0.1424074882377144,4.129817158893718,,690.8185100969238,4.0626506368183195,0.0
2022-09-18,4.0,696.0,0.14407446552477798,4.178159500218562,,581.1915492661132,4.146098989509483,0.0
2022-10-02,4.0,696.0,0.14578093127549446,4.227647006989339,,515.3534440758114,4.223174970832664,0.0
2022-10-16,4.0,696.0,0.14695193141255,4.26160601096395,,474.3365439857931,4.099540680274391,0.0
2022-10-30,4.0,696.0,0.1487347104764804,4.3133066038179315,,386.55649019154725,4.299310011960669,0.0
2022-11-13,4.0,696.0,0.15056127709636702,4.366277035794644,,204.60314226935412,4.238651249081158,0.0
2022-11-27,4.0,696.0,0.14683163556962342,4.2581174315190795,,258.1516209101617,4.231952851638198,0.0
2022-12-11,4.0,696.0,0.14266509065095279,4.137287628877631,,348.02569596335763,3.9794193413545145,0.0
2022-12-25,4.0,696.0,0.14111385314113464,4.092301741092904,,424.8360546427705,4.069876822097285,0.0
2023-01-08,4.0,696.0,0.14293635677948877,4.145154346605175,,313.2336145071208,3.9950100416244823,0.0
2023-01-22,4.0,696.0,0.1448065521018372,4.199390010953279,,224.98371432615954,4.063979942271544,0.0
2023-02-05,4.0,696.0,0.14672633593652068,4.255063742159099,,178.4050547195718,4.226051341742277,0.0
2023-02-19,4.0,696.0,0.14798870090209634,4.291672326160794,,164.46715981960529,4.222071387463075,0.0
2023-03-05,4.0,696.0,0.14928588090140743,4.3292905461408155,,142.2223340041606,4.093655756166461,0.0
2023-03-19,4.0,696.0,0.14989215836243858,4.346872592510719,,146.73622644081604,4.259840054142366,0.0
2023-04-02,4.0,696.0,0.14905015425240078,4.322454473319623,,186.21457642562544,2.952187974944536,0.0
2023-04-16,4.0,696.0,0.1504208046752653,4.362203335582694,,175.2126410020411,4.312075991441574,0.0
