day_start,past_weeks,window_hours,target_efc_day,target_efc_long,lambda_before_calib,lambda_after_calib,dp_efc_long,efc_used_real_day
2020-12-27,4.0,696.0,0.156078860898138,4.526286966046002,106.3626708984375,78.11008644104004,4.225505031039507,0.2012466542539222
2021-04-18,4.0,696.0,0.1574530535682062,4.56613855347798,,101.18459928128868,4.447146041031374,0.0
2021-08-08,4.0,696.0,0.1590886137097286,4.613569797582129,,90.16694027751555,4.569591842569935,0.796549738703991
2021-11-28,4.0,696.0,0.11091772022326245,3.2166138864746108,,180.20180007610895,11.705066085549333,0.0
2022-03-20,4.0,696.0,0.0797239681899321,2.311995077508031,,360.1396326716377,4.501987305577826,0.0
2022-07-10,4.0,696.0,0.08195336602746053,2.3766476147963553,,566.235164649743,2.347371275896876,0.7118493167790518
2022-10-30,4.0,696.0,0.08321737885879191,2.4133039869049653,,454.81291301212264,2.271056776651676,0.0
2023-02-19,4.0,696.0,0.09024777597871184,2.617185503382643,,228.07268635910643,1.9440819155424833,0.0
2023-06-11,4.0,696.0,0.09830299191031497,2.850786765399134,,253.68631812795138,2.748620163473325,0.0
2023-10-01,4.0,696.0,0.10492498735669206,3.0428246333440696,,281.06164835562583,2.827503876440575,0.0
2024-01-21,4.0,696.0,0.12157031112999164,3.525539022769758,,140.94253557677135,1.478697338141501,0.0
2024-05-12,4.0,696.0,0.11791560012493307,3.419552403623059,,281.6786123611939,3.548023660853075,0.328898320519329
2024-09-01,4.0,696.0,0.13127370044673334,3.8069373129552666,,330.2296622457161,3.7192007391615727,0.0
2024-12-22,4.0,696.0,0.15661672340154392,4.541884978644774,,230.41903679156655,4.265208890850772,0.0
2025-04-13,4.0,696.0,0.1761067790817445,5.10709659337059,,291.73660273463486,5.054370259491407,0.0018882880544310865
2025-08-03,4.0,696.0,0.24800192267025997,7.192055757437539,,171.08186517787914,6.846937315856351,0.0
2025-11-23,4.0,696.0,0.22949593955024997,6.655382246957249,,117.11756590790358,6.506610143405851,0.0
